"tau_Av_Int.ns."
"2,72027447403079"
"2,26477058827778"
"2,09955772211727"
"2,63792106772283"
"2,4452748714765"
"2,63653857458164"
"2,3771564688163"
"2,52670716349302"
"2,45240936536342"
"2,13883410879676"
"1,9007038280365"
"2,33376220897173"
"2,11585504672485"
"1,46208584050776"
"2,61007619078096"
"2,53269305724455"
"2,41465127279058"
"2,25625401350724"
"1,9452957625058"
"2,10835704450574"
"1,97969122930207"
"2,38408078340378"
"2,45008040235674"
"2,58420356489914"
"2,13577378005425"
"4,11944854625768"
"2,20800444594715"
"2,30952876640066"
"2,48803443902465"
"2,47056848733398"
"2,47460719344479"
"2,08538211536246"
"2,3472251474601"
"2,57146247224915"
"2,12713358038741"
"2,05363508767328"
"10,7001413051672"
"2,61687552970492"
"1,9551946378615"
"2,92730054313378"
"2,19019472567729"
"2,82606761278011"
"2,44849035644091"
"2,66116090998812"
"2,51414778553768"
"2,21171627589429"
"2,25007016152325"
"2,23319111543101"
"2,66963864282095"
"2,28236625745234"
"2,62818940945681"
"2,92789535164025"
"2,13887827164344"
"2,35203591923438"
"2,82547503908502"
"1,96580106844493"
"2,28433499233176"
"2,45388906546992"
"6,68092082262938"
"2,57860327922797"
"2,62695015260838"
"4,01319001663073"
"2,27113201682326"
"2,67078297003651"
"2,50865526048219"
"2,77799364905024"
"2,43342362784754"
"2,64132121608101"
"1,7772013401346"
"1,94428828592663"
"2,31636193728782"
"2,75043903761818"
"2,22251639314663"
"2,46742076561483"
"3,5473595419929"
"2,66493522255089"
"2,45147533646059"
"2,10742250020191"
"2,22913650384586"
"1,66996704844807"
"2,0677250019707"
"2,21441220915608"
"2,54793689961384"
"2,28824958981022"
"2,1310917475148"
"2,00942093692074"
"2,42441904249402"
"2,4698928816109"
"6,1040999804798"
"2,66709264678697"
"2,432938174915"
"2,09435158105009"
"2,71510611225855"
"2,39577846450345"
"2,21300267000402"
"1,94050109314503"
"2,41998683491374"
"2,68733120434187"
"2,50751924340231"
"1,97185734407412"
"2,31367280889572"
"2,19123275080335"
"2,62016170944474"
"2,22989371041668"
"2,55891992577631"
"2,59085553011573"
"2,5534532738787"
"2,2448472634517"
"1,99601706871661"
"2,20497610502082"
"4,38951712280332"
"2,58954205795778"
"2,54163094279284"
"2,29003749296908"
"2,2967300909541"
"2,55601639482734"
"2,24537746586154"
"2,77973487127771"
"2,62002911415321"
"2,83429844583267"
"2,24177952771146"
"2,6780083496727"
"2,7976340252254"
"2,5739123117817"
"1,87632563134009"
"2,32930442134368"
"2,37646432220869"
"2,20395990346844"
"2,80322643265278"
"2,90055995879791"
"2,52139253810863"
"2,07318118228272"
"2,456854231608"
"1,92785565289455"
"2,60087516478318"
"2,35370326968334"
"2,86144036244301"
"2,54078579021177"
"2,59193192114881"
"2,1941720070988"
"2,35863151232252"
"2,49056201347031"
"2,38534153427004"
"2,17150989512957"
"2,84550872648566"
"2,66647863068088"
"2,29047654303736"
"2,48478518143317"
"2,11979665611796"
"2,42284297736903"
"2,32587175837603"
"2,46561459313488"
"2,17671680680098"
"2,1818424164235"
"2,37106072296591"
"2,54897875307701"
"2,10974385575785"
"4,89587585886037"
"2,94268153118082"
"2,48375323659781"
"3,93903481731479"
"2,59722486453502"
"2,64967707427223"
"2,30033109700404"
"2,27720591244083"
"2,16991806811189"
"2,34317665370777"
"2,39471625308455"
"2,15497830976737"
"2,08131102199091"
"2,19118606490623"
"2,63624331855796"
"2,84735827575374"
"2,14038164969566"
"12,095853386283"
"2,30212126023825"
"2,12834683210872"
"2,38049513434646"
"2,93370828596827"
"2,70046485186779"
"2,58089831127852"
"2,94627133794028"
"3,01844943245097"
"2,11690014349692"
"2,17007775245038"
"2,26862661989458"
"2,02767868578155"
"2,36193096700994"
"2,53050031643524"
"3,5799476743514"
"2,42715206115944"
"2,15524548867655"
"1,95347427123238"
"2,61617556369132"
"2,44068165677902"
"2,45930045424462"
"2,10496139385795"
"2,38530343777533"
"2,21330588789719"
"2,54711482088986"
"2,79504412422141"
"2,19167686797919"
"2,54911258561089"
"2,04735317588245"
"4,36084035889877"
"2,73213266511643"
"2,99978006791993"
"2,33978071656799"
"2,19676639606278"
"2,23752769565187"
"2,66804197010249"
"2,30699259695655"
"2,20536993532054"
"2,18907247884204"
"2,37251129853178"
"1,79823626434917"
"4,54453108229607"
"2,68628852825589"
"15,2015756659798"
"1,79855536915797"
"2,56843414182979"
"2,17292829959359"
"2,68263202829349"
"3,04163725744541"
"2,54805531743889"
"2,59324067849752"
"2,07725275185298"
"3,19676701349947"
"2,23887508532528"
"2,02347312917299"
"2,68236448603557"
"2,65166133421301"
"2,19793335799892"
"2,38356953648175"
"2,17933915358515"
"2,77782491514676"
"2,37916508716296"
"2,01504270435827"
"2,28004504165824"
"2,1595494281712"
"2,68023828064872"
"2,23912888230871"
"2,64328132178619"
"2,41547063991532"
"2,20778040294078"
"2,48265107410515"
"2,23937817508589"
"2,17194431384007"
"2,35920461437397"
"2,20631831615882"
"2,21411637349928"
"2,11217526299689"
"2,49450438083443"
"2,48908960109873"
"2,47967979483121"
"2,41121348825825"
"2,58024297892938"
"2,09763736969803"
"2,49272787282483"
"2,44005532968517"
"2,18184972405227"
"2,67358075546624"
"2,50099345973267"
"1,88788251698213"
"2,15977276135588"
"3,05744628279062"
"2,51862880328118"
"2,77453328464444"
"3,03976435535694"
"2,50060456225436"
"2,38030540787206"
"3,07861172311174"
"2,68833686399146"
"2,26339814041938"
"4,10608830854535"
"1,93255367264555"
"2,1906354508161"
"2,42080133716627"
"2,33579378061677"
"2,40635186155119"
"3,57322877665324"
"2,24125163501651"
"2,45238784835067"
"2,46829693177999"
"2,20554907670589"
"2,41476702012354"
"2,48899637779347"
"2,25562435396398"
"2,35808557823328"
"2,34771335705375"
"2,52892305505913"
"2,57394913062114"
"2,29761809507572"
"2,29417697527111"
"2,67491320158703"
"2,30152931455433"
"2,7477261407745"
"1,67703662068419"
"2,21860063653878"
"2,32690391694454"
"2,54735071181193"
"2,56796669429167"
"2,38936771054383"
"2,28802704125921"
"2,51362736402384"
"2,60747671004327"
"2,44245666202452"
"8,49154136827779"
"2,84796274540302"
"2,21966270481404"
"2,13169910364406"
"2,68468466132689"
"1,73556924192652"
"2,54595959148667"
"2,71498494577632"
"2,53153822441746"
"3,00369855920407"
"2,29369301329996"
"2,20465323012846"
"2,09389796044958"
"2,05412354428955"
"2,12640105523576"
"2,74770913179346"
"2,25707229381835"
"2,29605493219739"
"2,35708708690928"
"4,22560661881251"
"1,91341670399625"
"1,9859136557443"
"2,39993025656415"
"2,23388901874378"
"3,32595322390863"
"2,72857854741802"
"2,39096085458903"
"2,4510096174879"
"2,87897008497018"
"2,19723717632375"
"2,47129338359962"
"2,3931321936766"
"2,34363567529465"
"2,20031500672003"
"3,06028140206527"
"2,39785970920624"
"2,74843787330917"
"2,88234475961803"
"2,03133128703963"
"1,79552550605422"
"2,21982947636104"
"2,48103870909323"
"2,38133204351137"
"2,72318469054054"
"2,74004973642784"
"2,1054101937729"
"2,25459018543866"
"1,99965510816469"
"2,52536540547158"
"2,19159223309938"
"2,00322070043057"
"2,73447561874406"
"2,23789740657305"
"2,00453076359963"
"2,11859907395251"
"2,31088838132848"
"2,31155516322923"
"2,95531832189813"
"2,56229449627324"
"2,77293243615755"
"2,31094924554498"
"2,7408104025194"
"2,74567510519321"
"2,78608474826678"
"2,4432790132771"
"2,59757193636346"
"2,49579323318369"
"2,79799711085089"
"2,37488251286777"
"2,81863891470544"
"2,24720013849446"
"1,99455385541114"
"2,33548980155263"
"2,30330465811335"
"2,4017639643277"
"2,73604187969118"
"2,73952089139258"
"2,24143437794458"
"3,08734150952793"
"2,61860770890665"
"2,25250481759126"
"2,43843418893832"
"2,46654373753871"
"1,76816572494687"
"2,14295912752936"
"3,14989969240278"
"2,42060827765705"
"2,95626076889426"
"2,41312509830207"
"2,21107474392404"
"2,34239831006637"
"2,1320571139339"
"2,80155168962281"
"2,45196829944701"
"2,27752342885662"
"2,32251595733146"
"2,3277115790421"
"2,51742401734202"
"2,3169620236434"
"2,49189545457943"
"2,29605582158825"
"2,03345362770335"
"2,4648374452596"
"2,21687305174178"
"2,24773710755244"
"2,01539524257658"
"2,22985026154342"
"2,18094031723126"
"1,8615938193949"
"1,90269755506733"
"2,39969200066525"
"1,97818116544073"
"2,2830195739857"
"2,08941686878598"
"1,77594355087588"
"2,33246173240608"
"2,26488954758438"
"2,39121608393288"
"2,54219900864115"
"2,71699945406831"
"1,76838100468709"
"2,11384421078264"
"2,45928969848759"
"2,55291602808386"
"2,32460565321199"
"1,59510899372843"
"7,8938863815818"
"2,59436405799296"
"2,09971496907718"
"2,58150430532124"
"2,2248953790438"
"2,31094765545947"
"2,35049132584431"
"2,5050726576055"
"2,45338260818073"
"2,48058366445131"
"2,56550231866906"
"2,46837281804145"
"2,47239844531064"
"2,23857174443921"
"2,42536613015432"
"1,93987343447408"
"2,51575360543654"
"2,556663025447"
"1,92020007456688"
"2,20002196392772"
"2,04386520398366"
"3,26136577634588"
"2,41078582855448"
"1,95500266703435"
"2,53130575899587"
"2,30002443810809"
"2,40968083221915"
"2,10361832404756"
"2,21770512885855"
"1,96699256882482"
"2,2530643777496"
"2,23107440056932"
"5,07123678280588"
"2,62996928034349"
"2,04207495357878"
"2,87586083390269"
"2,19146811808457"
"2,03864702198593"
"2,3296036329928"
"3,28192850170477"
"2,77707451055575"
"2,50118259437215"
"2,86128477599828"
"2,08441153226602"
"2,57162818698416"
"3,02129043608256"
"2,50733344779564"
"2,19464735273789"
"2,53224546548291"
"5,40915794744694"
"2,53334198063726"
"2,67034033032798"
"2,00318225484546"
"2,41147547171523"
"2,49250866610731"
"2,53571170278461"
"2,29802648330131"
"2,4694875000918"
"2,60001447483106"
"2,28279326063884"
"2,40650773031252"
"2,2963235757345"
"2,12281991984753"
"1,98317682510705"
"2,86853416977856"
"2,34662111964212"
"12,8664086426625"
"2,47161730335489"
"2,79727753004505"
"1,95024230729539"
"2,44869860223084"
"1,54742407776354"
"2,39199970941684"
"2,55375532767747"
"2,31188943200015"
"2,19138846617023"
"2,32817052781651"
"2,42824455423043"
"2,4840956743544"
"2,4686107773609"
"2,1917081483025"
"2,09714384648413"
"2,10938008099549"
"2,28913542366817"
"2,49096849003161"
"2,0730707536132"
"2,75725695813937"
"2,76710925757416"
"2,16795855353501"
"2,79306246199496"
"2,22614673046341"
"2,54088669161302"
"2,20235377286896"
"2,7850080857476"
"2,79271440087535"
"2,63878688831962"
"2,319122671679"
"2,54301085549229"
"2,53105615799964"
"1,61884483595998"
"2,17630036642815"
"2,44723879446917"
"2,43265145276309"
"20,020416177138"
"2,62903464909866"
"2,20407083284998"
"2,157989342777"
"2,56638044149327"
"2,56300561175235"
"1,86347559605338"
"80,4978591233437"
"2,36536271530429"
"2,43820480900946"
"2,14089812544671"
"2,29927306240478"
"5,98519338965041"
"2,36541046263808"
"3,96924129259117"
"2,56151344484133"
"2,34102914831169"
"4,41876834232894"
"1,98618321789468"
"2,29910260030729"
"2,54269778252475"
"2,01074445982385"
"2,2396307764685"
"2,86740407122154"
"2,16107145957674"
"2,18100704799873"
"2,5121423087008"
"2,39661389868061"
"4,95641342949183"
"2,37041075656919"
"2,26872343134232"
"2,50249848331359"
"2,28741892511708"
"2,34795184792453"
"2,85499166812432"
"2,96174366188356"
"2,18478024007898"
"2,63972331016154"
"2,57914550670848"
"2,30666082777006"
"4,8270111081086"
"1,8210969399135"
"2,24347540545011"
"2,28835458762715"
"2,44007153560346"
"2,35230058647306"
"2,86636038238258"
"2,44993508612357"
"2,34286390288219"
"2,21487472806814"
"2,38591790768794"
"3,2281209532009"
"2,12756812167925"
"2,6927020615849"
"2,59736372021215"
"2,5013137085652"
"1,79112072301513"
"2,01278504974312"
"2,42055964733809"
"2,54846002924388"
"2,44983279018491"
"2,77778409817256"
"2,57760120550617"
"2,55259037088016"
"2,38812058134771"
"2,04519229345817"
"2,62910833145678"
"541252,845097089"
"2,60897653250017"
"2,50100153964694"
"9,04814584955314"
"2,42823885748106"
"1,80389081450016"
"6,01174609527831"
"2,43599665405415"
"2,58185733859523"
"2,93510136648419"
"2,32805855516985"
"2,19315654526042"
"2,54842296580066"
"3,25281163399039"
"2,36160895760829"
"2,22081109058081"
"2,52916798615388"
"1,94045757240246"
"2,27629844592943"
"2,50472273696854"
"2,26795422273987"
"2,03648387042676"
"2,32791442141549"
"2,19258260523576"
"2,53410955229785"
"2,31120278471053"
"2,34605402440274"
"2,3493543753079"
"2,46357431520556"
"2,6112565479953"
"2,30509972539816"
"2,52736929598659"
"2,52891076709292"
"2,12242290409392"
"3,67445495442093"
"3,09987164165221"
"2,68711961132252"
"2,58935265186407"
"1,90005500222412"
"2,53028431012705"
"2,2245757589422"
"2,08408001967086"
"2,6086469758424"
"3,72507529359108"
"1,67651801213456"
"2,67674126694566"
"2,4411376995804"
"2,18176358428056"
"2,21602712312579"
"2,2172198181199"
"2,34623028346797"
"2,47610110193364"
"2,2800637416681"
"2,4295078277043"
"1,97491402733979"
"2,30539757049475"
"2,22599894073028"
"2,53921951527907"
"2,61497422947803"
"2,62244665570653"
"2,4942225972088"
"2,38001659034886"
"1,98427553012292"
"2,62207784776819"
"2,48670427295734"
"2,57269841837557"
"2,84442308978307"
"2,37843408198243"
"2,72329447881248"
"2,77370311084073"
"2,47869478408813"
"2,70136010270169"
"2,26306551276423"
"2,60004107342276"
"2,39537266734595"
"2,34454958908362"
"2,20336393305295"
"2,48417486617298"
"2,83370612338903"
"2,12983697345237"
"2,74923706022889"
"2,38413930521341"
"3,50584412526728"
"2,75378578148158"
